# family=random seed=0
7 18
7 19
7 20
7 21
7 22
7 23
7 26
7 27
7 29
7 30
7 31
7 33
7 34
7 35
7 37
7 38
7 39
7 40
7 43
7 47
7 48
7 50
7 51
7 52
7 54
7 55
7 57
7 58
7 59
7 62
7 63
7 67
7 69
7 72
7 74
7 76
7 78
7 79
8 11
8 12
8 13
8 14
8 18
8 20
8 21
8 23
8 25
8 26
8 27
8 32
8 34
8 37
8 38
8 40
8 42
8 44
8 46
8 47
8 48
8 49
8 51
8 53
8 54
8 56
8 58
8 59
8 61
8 63
8 68
8 69
8 75
8 77
8 78
8 79
9 10
9 11
9 12
9 14
9 15
9 18
9 20
9 22
9 24
9 25
9 26
9 29
9 30
9 31
9 32
9 33
9 34
9 36
9 41
9 43
9 44
9 52
9 54
9 55
9 56
9 57
9 58
9 60
9 64
9 66
9 67
9 68
9 71
9 72
9 73
9 74
9 75
9 76
9 77
9 79
10 11
10 14
10 16
10 17
10 19
10 21
10 22
10 24
10 27
10 28
10 29
10 30
10 32
10 34
10 35
10 36
10 39
10 40
10 41
10 42
10 45
10 46
10 48
10 50
10 51
10 52
10 55
10 56
10 57
10 59
10 61
10 62
10 68
10 70
10 72
10 76
10 78
11 13
11 15
11 16
11 19
11 21
11 22
11 23
11 26
11 32
11 36
11 40
11 43
11 44
11 45
11 46
11 49
11 51
11 52
11 54
11 59
11 60
11 61
11 64
11 65
11 68
11 70
11 71
11 74
11 75
11 77
11 78
11 79
12 14
12 15
12 17
12 19
12 20
12 21
12 22
12 23
12 26
12 27
12 28
12 32
12 33
12 35
12 36
12 37
12 38
12 42
12 43
12 46
12 47
12 49
12 52
12 53
12 57
12 58
12 60
12 63
12 65
12 66
12 67
12 68
12 69
12 70
12 72
12 73
12 74
12 75
12 76
13 16
13 18
13 20
13 21
13 22
13 24
13 28
13 30
13 32
13 35
13 37
13 43
13 46
13 48
13 52
13 54
13 58
13 59
13 60
13 61
13 64
13 69
13 71
13 73
13 74
13 76
13 77
14 17
14 18
14 19
14 26
14 31
14 35
14 38
14 41
14 42
14 48
14 50
14 52
14 55
14 56
14 58
14 63
14 68
14 72
14 73
14 74
14 75
14 77
15 16
15 18
15 19
15 21
15 23
15 24
15 25
15 27
15 29
15 30
15 31
15 32
15 34
15 38
15 42
15 45
15 46
15 47
15 48
15 49
15 50
15 53
15 55
15 60
15 62
15 65
15 66
15 68
15 69
15 72
15 75
15 78
16 18
16 20
16 21
16 22
16 23
16 24
16 26
16 30
16 32
16 33
16 34
16 35
16 40
16 41
16 42
16 44
16 46
16 47
16 48
16 49
16 50
16 51
16 54
16 56
16 57
16 58
16 64
16 65
16 67
16 68
16 69
16 70
16 71
16 72
16 75
16 76
16 79
17 18
17 19
17 23
17 25
17 27
17 29
17 30
17 33
17 34
17 35
17 36
17 38
17 39
17 42
17 46
17 49
17 50
17 51
17 52
17 53
17 54
17 56
17 58
17 60
17 62
17 63
17 66
17 69
17 71
17 75
17 76
17 77
17 79
18 19
18 20
18 23
18 24
18 27
18 28
18 29
18 30
18 31
18 33
18 38
18 39
18 41
18 42
18 43
18 44
18 47
18 49
18 51
18 52
18 54
18 58
18 59
18 60
18 63
18 66
18 71
18 73
18 75
18 77
18 78
19 20
19 22
19 23
19 25
19 26
19 27
19 28
19 34
19 35
19 36
19 39
19 43
19 44
19 47
19 50
19 52
19 57
19 60
19 67
19 68
19 75
19 78
20 22
20 24
20 27
20 28
20 29
20 31
20 32
20 37
20 40
20 46
20 48
20 49
20 50
20 51
20 56
20 58
20 60
20 61
20 62
20 64
20 66
20 67
20 69
20 72
20 73
20 74
20 75
20 78
20 79
21 22
21 23
21 25
21 28
21 30
21 34
21 39
21 40
21 41
21 42
21 44
21 45
21 46
21 49
21 50
21 52
21 53
21 54
21 56
21 59
21 61
21 62
21 63
21 65
21 67
21 69
21 71
21 72
21 73
21 77
21 78
21 79
22 23
22 24
22 25
22 27
22 28
22 29
22 30
22 38
22 39
22 41
22 42
22 44
22 48
22 49
22 50
22 51
22 52
22 54
22 55
22 56
22 57
22 58
22 59
22 62
22 64
22 65
22 68
22 69
22 70
22 72
22 74
22 75
22 78
23 29
23 32
23 36
23 39
23 41
23 42
23 44
23 46
23 47
23 48
23 49
23 50
23 52
23 54
23 55
23 56
23 58
23 60
23 61
23 63
23 64
23 65
23 66
23 67
23 68
23 74
23 75
23 79
24 25
24 29
24 31
24 32
24 33
24 41
24 45
24 50
24 51
24 52
24 56
24 57
24 58
24 59
24 61
24 65
24 69
24 71
24 73
24 74
24 75
24 78
24 79
25 29
25 30
25 34
25 35
25 39
25 40
25 41
25 43
25 45
25 46
25 48
25 50
25 51
25 52
25 54
25 57
25 59
25 62
25 63
25 65
25 67
25 68
25 70
25 72
25 73
25 74
25 77
25 79
26 27
26 29
26 30
26 35
26 36
26 37
26 38
26 39
26 40
26 41
26 43
26 46
26 48
26 49
26 50
26 52
26 53
26 56
26 58
26 63
26 66
26 72
26 75
26 76
26 78
27 29
27 32
27 35
27 37
27 40
27 42
27 43
27 47
27 48
27 49
27 51
27 52
27 55
27 56
27 57
27 59
27 62
27 65
27 68
27 72
27 75
27 77
27 78
28 29
28 30
28 31
28 32
28 34
28 36
28 37
28 38
28 42
28 45
28 46
28 47
28 48
28 49
28 51
28 54
28 55
28 56
28 57
28 58
28 60
28 61
28 62
28 64
28 67
28 71
28 72
28 74
29 31
29 32
29 34
29 36
29 37
29 38
29 39
29 41
29 45
29 46
29 47
29 48
29 49
29 52
29 53
29 54
29 55
29 58
29 59
29 60
29 63
29 66
29 67
29 69
29 73
29 74
29 77
29 78
29 79
30 31
30 32
30 33
30 36
30 38
30 45
30 46
30 55
30 56
30 57
30 58
30 60
30 63
30 64
30 65
30 66
30 67
30 69
30 72
30 73
30 75
30 77
30 79
31 35
31 37
31 38
31 39
31 40
31 45
31 47
31 48
31 50
31 51
31 52
31 60
31 62
31 66
31 67
31 72
31 73
31 76
31 79
32 34
32 36
32 37
32 38
32 41
32 42
32 48
32 52
32 54
32 56
32 61
32 62
32 63
32 65
32 66
32 67
32 70
32 72
32 73
32 76
32 77
32 79
33 35
33 38
33 42
33 45
33 47
33 48
33 52
33 53
33 54
33 55
33 57
33 59
33 60
33 61
33 66
33 67
33 69
33 70
33 72
33 73
33 74
33 75
33 76
33 78
33 79
34 35
34 36
34 37
34 38
34 39
34 40
34 44
34 45
34 46
34 47
34 52
34 55
34 59
34 60
34 62
34 63
34 65
34 67
34 68
34 69
34 70
34 74
34 75
34 76
34 78
34 79
35 36
35 39
35 41
35 48
35 49
35 53
35 54
35 55
35 57
35 63
35 64
35 71
35 72
35 73
35 74
36 37
36 38
36 40
36 41
36 46
36 48
36 53
36 54
36 55
36 56
36 58
36 59
36 61
36 64
36 66
36 69
36 70
36 74
36 76
36 77
37 40
37 43
37 44
37 49
37 53
37 56
37 58
37 62
37 64
37 65
37 71
37 72
37 75
37 76
37 77
37 78
37 79
38 40
38 41
38 45
38 47
38 49
38 50
38 52
38 59
38 60
38 61
38 63
38 64
38 65
38 66
38 67
38 68
38 69
38 70
38 72
38 76
38 77
38 78
39 41
39 43
39 44
39 47
39 51
39 52
39 56
39 57
39 58
39 59
39 61
39 64
39 65
39 68
39 69
39 73
39 74
39 75
39 76
39 78
40 42
40 43
40 44
40 46
40 50
40 51
40 53
40 54
40 55
40 58
40 59
40 61
40 65
40 66
40 68
40 71
40 73
40 74
40 75
40 76
40 79
41 42
41 47
41 48
41 49
41 52
41 53
41 55
41 56
41 57
41 61
41 63
41 65
41 67
41 70
41 72
41 73
41 74
41 75
41 79
42 43
42 44
42 46
42 47
42 49
42 54
42 55
42 56
42 57
42 59
42 60
42 61
42 65
42 66
42 70
42 79
43 44
43 47
43 49
43 53
43 54
43 55
43 56
43 61
43 63
43 64
43 66
43 67
43 68
43 69
43 72
43 74
43 75
43 78
44 51
44 52
44 54
44 57
44 58
44 59
44 60
44 62
44 64
44 66
44 70
44 71
44 72
44 73
44 74
44 75
44 76
44 78
44 79
45 47
45 48
45 49
45 52
45 53
45 54
45 57
45 59
45 61
45 64
45 66
45 68
45 72
45 73
45 78
46 47
46 48
46 51
46 55
46 56
46 57
46 59
46 60
46 61
46 63
46 66
46 67
46 68
46 70
46 71
46 74
46 77
47 48
47 49
47 50
47 52
47 56
47 57
47 58
47 60
47 61
47 62
47 63
47 66
47 67
47 72
47 74
47 79
48 49
48 50
48 53
48 54
48 55
48 59
48 60
48 63
48 68
48 69
48 70
48 72
48 73
48 75
49 51
49 52
49 53
49 54
49 55
49 58
49 63
49 66
49 67
49 68
49 70
49 74
50 51
50 53
50 61
50 62
50 63
50 66
50 67
50 68
50 69
50 70
50 71
50 72
50 73
50 75
50 77
50 78
50 79
51 53
51 55
51 59
51 60
51 61
51 62
51 64
51 65
51 67
51 68
51 70
51 72
51 73
51 75
51 76
51 77
52 53
52 57
52 59
52 60
52 62
52 63
52 64
52 65
52 66
52 69
52 70
52 71
52 75
52 76
52 78
53 55
53 56
53 58
53 62
53 63
53 66
53 68
53 70
53 75
53 79
54 56
54 57
54 59
54 60
54 61
54 62
54 63
54 64
54 68
54 69
54 70
54 71
54 72
54 76
54 79
55 57
55 59
55 60
55 61
55 62
55 64
55 71
55 72
55 73
55 75
55 76
55 79
56 61
56 63
56 68
56 72
56 73
56 76
56 79
57 58
57 60
57 62
57 64
57 69
57 71
57 73
57 75
57 77
57 78
57 79
58 68
58 70
58 72
58 73
58 74
58 75
59 60
59 61
59 64
59 67
59 68
59 69
59 70
59 72
59 74
59 75
59 76
59 77
59 78
59 79
60 62
60 66
60 71
60 72
60 75
60 76
60 79
61 62
61 63
61 66
61 67
61 69
61 70
61 71
61 72
61 73
61 75
61 76
61 78
61 79
62 64
62 67
62 72
62 74
62 77
63 64
63 66
63 67
63 68
63 70
63 74
63 75
63 76
63 77
63 78
63 79
64 67
64 70
64 73
64 74
64 75
64 76
64 77
64 78
65 67
65 71
65 72
65 73
65 74
65 75
65 77
65 78
66 69
66 70
66 72
66 73
66 74
66 75
66 76
66 77
66 79
67 68
67 70
67 73
67 76
67 78
67 79
68 72
68 73
68 74
68 75
68 78
68 79
69 73
69 74
69 76
69 78
70 77
70 79
71 72
71 74
71 77
72 74
72 78
72 79
73 74
73 75
73 77
73 79
74 75
74 77
74 78
74 79
76 78
77 79
78 79
