# family=random seed=1
17 59
18 19
18 20
18 21
18 22
18 23
18 24
18 25
18 26
18 29
18 31
18 35
18 37
18 39
18 42
18 43
18 45
18 46
18 47
18 48
18 50
18 53
18 58
19 21
19 23
19 25
19 26
19 27
19 28
19 33
19 34
19 36
19 39
19 41
19 42
19 44
19 46
19 49
19 50
19 53
19 55
19 56
19 57
20 23
20 25
20 28
20 29
20 31
20 32
20 33
20 39
20 40
20 41
20 43
20 44
20 45
20 46
20 47
20 49
20 53
20 54
20 59
21 22
21 23
21 24
21 25
21 26
21 27
21 32
21 33
21 36
21 37
21 38
21 39
21 41
21 42
21 45
21 48
21 49
21 50
21 51
21 54
21 55
21 57
21 58
21 59
22 23
22 24
22 25
22 26
22 29
22 31
22 33
22 35
22 41
22 47
22 51
22 53
22 54
22 55
22 57
22 58
23 24
23 25
23 26
23 27
23 34
23 35
23 37
23 39
23 41
23 44
23 46
23 48
23 49
23 50
23 52
23 56
24 25
24 28
24 31
24 33
24 35
24 36
24 37
24 39
24 40
24 41
24 42
24 44
24 45
24 51
24 53
24 55
24 56
24 59
25 27
25 31
25 32
25 33
25 34
25 36
25 40
25 43
25 45
25 46
25 49
25 51
25 53
25 55
25 56
26 27
26 28
26 29
26 32
26 33
26 38
26 39
26 40
26 41
26 42
26 43
26 47
26 48
26 52
26 53
26 58
26 59
27 32
27 33
27 37
27 40
27 48
27 50
27 52
27 55
27 57
27 58
28 29
28 30
28 31
28 35
28 37
28 39
28 40
28 41
28 42
28 43
28 45
28 46
28 52
28 53
28 54
28 55
28 56
28 57
28 58
28 59
29 30
29 31
29 34
29 35
29 39
29 40
29 42
29 44
29 46
29 49
29 51
29 52
29 53
29 54
29 57
29 59
30 32
30 34
30 36
30 37
30 38
30 43
30 44
30 46
30 50
30 53
30 54
30 56
31 32
31 34
31 36
31 37
31 38
31 39
31 41
31 42
31 44
31 52
31 53
31 54
31 56
31 58
31 59
32 33
32 38
32 40
32 41
32 42
32 45
32 48
32 49
32 53
32 55
32 57
32 58
33 34
33 35
33 39
33 44
33 46
33 50
33 51
33 53
33 54
33 57
34 36
34 40
34 42
34 44
34 45
34 49
34 52
34 55
34 56
34 57
34 58
35 36
35 37
35 38
35 44
35 45
35 48
35 53
35 54
35 56
35 57
35 58
36 37
36 38
36 39
36 40
36 42
36 46
36 47
36 50
36 51
36 52
36 54
36 55
36 58
37 40
37 42
37 43
37 44
37 46
37 47
37 48
37 49
37 51
37 54
37 56
37 58
37 59
38 40
38 42
38 44
38 46
38 47
38 48
38 49
38 50
38 52
38 53
38 55
38 57
38 58
38 59
39 40
39 41
39 45
39 47
39 48
39 49
39 57
40 42
40 43
40 50
40 51
40 53
40 54
40 56
40 57
41 44
41 45
41 47
41 49
41 52
41 53
41 54
41 58
41 59
42 43
42 46
42 50
42 53
42 57
42 58
42 59
43 45
43 47
43 48
43 53
43 54
43 55
43 56
44 45
44 47
44 48
44 50
44 51
44 55
44 58
45 46
45 47
45 48
45 49
45 50
45 56
45 57
45 58
45 59
46 49
46 52
46 53
46 54
46 57
46 58
47 48
47 49
47 50
47 51
47 52
47 53
47 55
47 56
47 57
47 59
48 50
48 51
48 52
48 53
48 54
48 57
48 58
49 50
49 53
49 55
49 56
49 57
49 58
50 51
50 54
50 55
50 57
51 52
51 53
51 54
51 55
51 56
51 57
51 58
51 59
52 53
52 54
52 59
53 54
53 55
54 55
54 56
55 59
56 57
56 58
56 59
57 58
57 59
58 59
