# family=random seed=2
27 75
27 76
27 78
27 79
28 29
28 31
28 33
28 35
28 37
28 38
28 39
28 40
28 43
28 45
28 46
28 47
28 48
28 49
28 50
28 51
28 52
28 56
28 60
28 62
28 63
28 65
28 67
28 68
28 73
28 76
28 78
29 30
29 31
29 32
29 34
29 35
29 36
29 38
29 41
29 43
29 44
29 45
29 46
29 47
29 51
29 52
29 56
29 62
29 63
29 64
29 65
29 66
29 67
29 78
30 31
30 34
30 36
30 38
30 39
30 40
30 45
30 49
30 51
30 52
30 53
30 54
30 57
30 59
30 63
30 64
30 66
30 68
30 69
30 72
30 73
30 77
30 79
31 32
31 35
31 36
31 38
31 42
31 43
31 48
31 49
31 61
31 62
31 63
31 64
31 67
31 69
31 70
31 73
31 75
31 77
32 34
32 37
32 39
32 44
32 46
32 47
32 50
32 51
32 52
32 53
32 54
32 61
32 65
32 66
32 69
32 72
32 75
32 76
32 77
32 78
33 34
33 37
33 39
33 40
33 41
33 46
33 49
33 50
33 53
33 55
33 57
33 59
33 61
33 62
33 63
33 64
33 65
33 69
33 75
33 79
34 36
34 37
34 41
34 42
34 43
34 44
34 45
34 48
34 52
34 57
34 58
34 59
34 60
34 67
34 70
34 71
34 72
34 74
34 75
34 76
34 79
35 37
35 38
35 42
35 43
35 46
35 48
35 49
35 51
35 52
35 54
35 56
35 58
35 59
35 62
35 64
35 65
35 66
35 67
35 69
35 70
35 72
35 73
35 74
35 75
35 77
35 79
36 37
36 38
36 40
36 43
36 44
36 45
36 46
36 47
36 50
36 51
36 52
36 53
36 54
36 55
36 57
36 62
36 64
36 69
36 71
36 72
36 75
36 76
36 78
36 79
37 38
37 41
37 44
37 45
37 48
37 49
37 50
37 55
37 57
37 65
37 66
37 67
37 68
37 70
37 71
37 72
37 75
37 76
37 79
38 39
38 40
38 44
38 47
38 49
38 57
38 60
38 63
38 64
38 66
38 68
38 69
38 70
38 71
38 72
38 76
38 79
39 41
39 42
39 46
39 48
39 51
39 53
39 54
39 57
39 60
39 62
39 64
39 71
39 76
39 77
39 79
40 43
40 44
40 47
40 49
40 50
40 54
40 55
40 56
40 58
40 59
40 66
40 68
40 72
40 74
40 76
41 46
41 47
41 54
41 57
41 58
41 59
41 61
41 62
41 65
41 66
41 67
41 68
41 70
41 72
41 74
41 78
41 79
42 43
42 45
42 47
42 48
42 54
42 55
42 56
42 58
42 60
42 61
42 62
42 64
42 65
42 67
42 69
42 71
42 72
42 73
42 75
42 76
42 79
43 44
43 45
43 46
43 50
43 51
43 52
43 56
43 58
43 59
43 60
43 61
43 64
43 66
43 67
43 69
43 70
43 72
43 74
43 78
43 79
44 45
44 47
44 49
44 50
44 51
44 55
44 56
44 58
44 62
44 63
44 65
44 69
44 70
44 71
44 72
44 73
44 75
44 77
44 78
44 79
45 47
45 48
45 50
45 55
45 56
45 57
45 59
45 63
45 65
45 68
45 70
45 73
45 75
45 77
45 78
46 50
46 51
46 52
46 53
46 54
46 56
46 57
46 61
46 63
46 64
46 65
46 67
46 68
46 69
46 70
46 72
46 73
46 74
46 75
46 76
46 79
47 49
47 51
47 52
47 54
47 56
47 57
47 58
47 60
47 61
47 64
47 66
47 70
47 71
47 72
47 74
47 75
48 51
48 52
48 57
48 58
48 63
48 64
48 65
48 66
48 67
48 69
48 70
48 71
48 74
48 75
48 76
48 77
48 79
49 50
49 51
49 52
49 54
49 57
49 61
49 62
49 63
49 66
49 69
49 70
49 72
49 74
49 75
49 76
49 77
49 78
49 79
50 51
50 52
50 59
50 66
50 68
50 70
50 71
50 73
50 74
50 75
50 76
50 78
51 62
51 63
51 66
51 67
51 68
51 70
51 71
51 74
51 75
51 76
51 77
51 79
52 53
52 54
52 62
52 63
52 65
52 68
52 69
52 70
52 71
52 72
52 74
52 75
52 76
52 77
52 78
53 54
53 55
53 56
53 57
53 58
53 59
53 60
53 62
53 65
53 66
53 67
53 68
53 69
53 70
53 71
53 72
53 73
53 74
53 75
53 78
53 79
54 55
54 57
54 59
54 60
54 61
54 62
54 64
54 65
54 67
54 68
54 69
54 71
54 72
54 79
55 56
55 59
55 61
55 62
55 63
55 64
55 65
55 67
55 68
55 69
55 70
55 78
56 57
56 64
56 65
56 66
56 67
56 69
56 71
56 74
56 77
56 78
56 79
57 60
57 62
57 63
57 64
57 65
57 66
57 67
57 69
57 70
57 72
57 77
58 60
58 62
58 65
58 67
58 68
58 70
58 71
58 72
58 73
58 74
59 61
59 64
59 66
59 67
59 68
59 69
59 70
59 74
59 78
59 79
60 62
60 65
60 67
60 68
60 69
60 71
60 74
61 64
61 65
61 66
61 67
61 70
61 75
61 77
62 66
62 67
62 68
62 69
62 70
62 72
62 73
62 74
62 75
62 76
62 78
62 79
63 64
63 67
63 70
63 72
63 74
63 79
64 67
64 71
64 72
64 73
64 74
64 77
64 79
65 67
65 68
65 73
65 77
65 78
65 79
66 67
66 68
66 70
66 74
66 78
66 79
67 70
67 72
67 73
67 74
67 75
68 69
68 74
68 75
68 76
68 78
69 70
69 73
69 74
69 76
69 77
69 78
70 72
70 73
70 75
70 76
70 77
70 78
71 73
71 74
71 76
72 73
72 75
72 77
73 75
73 76
73 77
74 75
74 76
74 79
75 79
76 78
77 79
78 79
