# family=random seed=0
22 58
23 26
23 29
23 30
23 31
23 32
23 33
23 34
23 37
23 39
23 44
23 46
23 49
23 50
23 52
23 53
23 56
23 59
24 27
24 30
24 32
24 33
24 34
24 35
24 36
24 38
24 42
24 44
24 45
24 46
24 47
24 52
24 53
24 54
24 56
24 58
24 59
25 26
25 27
25 28
25 29
25 32
25 34
25 35
25 36
25 42
25 43
25 45
25 46
25 47
25 48
25 49
25 50
25 53
25 54
25 57
25 58
25 59
26 30
26 32
26 34
26 36
26 37
26 40
26 41
26 42
26 43
26 45
26 46
26 49
26 53
26 56
26 57
26 58
26 59
27 28
27 29
27 31
27 33
27 35
27 37
27 38
27 41
27 44
27 46
27 50
27 51
27 52
27 54
27 55
27 56
27 59
28 29
28 32
28 33
28 34
28 35
28 36
28 38
28 43
28 44
28 46
28 47
28 48
28 49
28 52
28 54
28 56
28 57
28 59
29 33
29 34
29 35
29 38
29 41
29 46
29 48
29 50
29 52
29 53
29 55
29 57
29 58
30 31
30 32
30 33
30 34
30 40
30 41
30 42
30 45
30 49
30 50
30 53
30 56
30 58
31 35
31 38
31 45
31 46
31 53
31 56
31 59
32 34
32 37
32 38
32 39
32 41
32 42
32 47
32 50
32 56
32 58
32 59
33 34
33 35
33 40
33 42
33 44
33 45
33 46
33 48
33 50
33 51
33 53
33 56
33 57
33 58
33 59
34 37
34 38
34 39
34 40
34 42
34 45
34 47
34 51
34 56
34 57
34 58
34 59
35 37
35 38
35 39
35 42
35 43
35 45
35 46
35 47
35 49
35 52
35 54
35 55
35 56
35 58
36 37
36 39
36 41
36 42
36 43
36 47
36 48
36 49
36 50
36 51
36 52
36 54
36 55
36 56
36 57
37 43
37 44
37 46
37 47
37 49
37 53
37 54
37 55
37 56
37 57
37 59
38 39
38 40
38 41
38 42
38 43
38 46
38 48
38 49
38 52
38 53
38 54
38 56
38 58
38 59
39 42
39 49
39 52
39 56
39 59
40 42
40 43
40 45
40 47
40 48
40 49
40 50
40 51
40 53
40 55
40 56
40 57
40 59
41 43
41 44
41 46
41 47
41 48
41 49
41 50
41 51
41 57
41 58
42 45
42 46
42 50
42 52
42 53
42 54
43 46
43 50
43 55
43 56
43 57
44 46
44 47
44 48
44 49
44 51
44 55
44 59
45 47
45 49
45 50
45 51
45 54
45 55
45 59
46 47
46 51
46 52
46 56
46 57
46 58
47 48
47 50
47 51
47 53
47 55
47 56
47 57
47 59
48 51
48 53
48 56
48 57
48 59
49 51
49 52
49 54
49 56
49 57
49 58
50 52
50 54
50 55
50 57
50 58
51 55
51 56
51 57
51 58
51 59
52 53
52 54
52 56
52 59
53 55
53 56
53 57
53 59
54 55
54 58
55 56
56 58
57 59
