# family=structured seed=0
# opt_upper_bound=8
68 31
14 60
26 34
67 72
38 45
49 54
77 36
42 15
15 61
61 28
8 22
39 9
54 25
32 6
68 44
55 74
7 34
26 47
19 8
30 17
8 35
20 9
6 74
31 18
33 64
45 38
46 3
65 16
76 25
68 21
14 50
15 15
18 20
78 71
7 47
48 48
18 56
30 30
63 64
29 71
21 67
4 14
74 78
45 51
3 54
49 21
55 64
29 48
21 44
11 30
6 64
72 9
33 54
37 24
10 70
65 6
59 48
79 26
70 57
17 51
28 60
48 38
52 8
21 57
41 35
53 9
66 64
49 11
36 41
79 39
70 70
77 78
48 51
21 34
6 54
44 17
25 40
12 70
45 18
37 14
26 4
28 50
50 74
42 70
41 25
73 57
10 37
51 38
2 33
13 48
4 79
78 28
24 57
17 18
55 44
1 73
7 4
47 40
9 50
29 28
10 14
13 25
78 5
51 51
3 11
43 47
71 2
17 31
48 18
26 79
58 68
62 38
66 8
13 38
24 47
17 8
55 34
38 67
9 40
29 18
21 14
61 50
7 79
51 5
13 15
24 24
16 20
47 7
34 74
65 61
38 44
17 21
57 57
58 22
49 53
40 4
26 69
27 34
6 11
58 58
50 54
61 63
30 75
32 5
51 18
72 77
24 37
77 12
47 20
5 23
38 57
58 35
27 47
18 78
31 17
11 75
53 41
44 72
64 50
43 27
17 11
68 56
30 29
54 14
0 43
72 31
43 4
13 18
72 67
37 46
65 28
26 36
15 63
8 24
18 68
75 50
72 44
4 26
10 69
45 63
78 60
18 45
11 6
8 37
21 56
54 4
41 34
20 11
44 39
72 21
74 67
25 62
53 44
46 5
14 52
15 17
26 26
70 69
50 11
36 76
27 27
75 40
41 47
60 60
25 39
72 34
45 17
64 30
37 13
78 50
36 53
55 66
7 26
27 4
0 23
40 59
33 56
53 34
66 53
37 26
2 68
22 46
35 65
68 13
55 43
63 20
55 79
40 36
60 14
11 9
33 33
52 46
39 76
31 72
66 66
67 31
32 73
16 65
48 17
9 62
27 79
52 23
44 19
10 26
66 43
24 46
70 13
67 44
59 40
16 78
17 43
63 10
9 39
77 57
21 13
66 20
74 60
67 21
59 17
17 56
29 30
41 4
44 9
51 17
20 66
24 36
70 3
35 45
28 6
5 22
49 65
62 40
74 14
20 43
25 9
11 74
39 56
66 10
31 52
43 26
35 22
53 76
59 7
45 72
65 50
17 10
35 58
76 59
1 65
47 32
49 78
8 46
19 55
20 20
30 64
2 2
54 49
13 17
64 62
35 35
76 36
46 50
57 59
58 24
50 20
68 68
69 33
18 67
20 33
32 7
43 16
13 30
37 58
56 71
3 65
68 45
69 10
14 74
58 37
61 42
54 3
0 32
75 62
12 42
52 78
32 20
72 56
56 48
2 77
1 32
34 66
57 49
3 78
9 9
61 19
27 26
19 22
42 42
29 72
75 39
54 16
11 54
4 15
64 29
43 6
75 75
35 2
1 9
34 43
65 30
38 13
76 39
49 22
14 64
18 34
19 35
23 5
41 59
34 20
24 6
56 38
78 62
58 4
49 35
15 42
79 63
41 36
60 49
33 32
6 78
22 22
66 65
37 38
65 20
56 51
22 58
14 54
55 55
59 62
71 36
28 74
60 26
52 22
52 58
25 41
10 61
22 35
13 72
59 39
59 75
21 48
52 35
25 18
44 31
72 13
66 55
24 58
49 2
67 56
78 65
70 61
29 29
48 42
60 16
10 15
62 62
41 39
54 58
25 31
44 44
56 18
43 48
79 7
47 54
5 57
17 68
50 65
75 9
21 38
73 48
52 25
39 55
44 21
62 75
74 49
4 70
70 15
3 25
55 35
1 64
5 34
79 20
71 16
17 45
63 12
9 41
49 77
28 54
69 55
60 6
50 78
0 77
20 55
14 11
1 41
24 61
28 31
1 77
68 67
62 29
8 58
33 2
74 3
39 45
4 60
72 78
23 73
70 5
35 47
28 8
49 67
6 25
74 16
39 58
32 19
16 11
35 24
67 13
53 78
59 9
16 47
3 77
36 25
77 26
42 41
12 18
31 31
2 4
53 55
32 32
72 68
23 63
64 64
35 37
46 52
65 65
38 48
73 5
30 43
63 77
62 32
54 28
0 57
74 6
31 44
4 27
72 45
43 18
34 55
45 64
28 11
69 12
62 9
48 74
0 34
39 25
31 21
4 4
64 54
37 37
16 14
76 28
26 27
38 38
78 74
69 25
19 24
30 33
71 71
75 41
64 31
34 45
25 76
45 54
46 19
76 41
7 27
19 37
20 2
25 53
72 48
45 31
64 44
10 73
56 40
57 5
68 14
46 32
18 13
69 15
61 11
29 64
48 77
21 60
25 30
4 7
56 17
22 24
25 66
45 44
49 14
14 56
67 68
17 67
8 18
60 28
6 57
52 24
62 74
53 25
44 56
45 21
10 63
22 37
26 7
67 45
59 41
38 18
78 54
17 44
36 57
47 66
48 31
9 76
52 37
66 57
13 51
55 47
7 7
47 43
26 20
67 58
18 16
70 63
9 53
69 67
48 44
40 40
60 18
54 60
73 73
25 33
66 34
12 63
3 14
35 46
13 64
32 77
65 74
17 34
28 43
48 21
42 63
62 41
8 70
25 10
51 31
66 47
13 41
51 67
35 59
46 74
71 18
49 79
21 17
54 50
74 28
39 70
51 44
5 49
6 14
69 70
73 40
20 34
11 65
51 21
54 63
67 2
13 31
78 11
16 36
56 72
55 27
47 23
57 73
61 43
19 46
20 47
11 78
12 43
39 60
31 56
52 79
55 4
13 44
5 3
65 54
16 49
9 10
26 62
42 43
43 7
75 76
13 21
25 75
53 57
76 40
77 5
14 65
68 72
8 27
11 32
75 53
66 4
32 11
43 20
16 3
1 23
34 57
57 40
76 53
14 78
61 10
26 52
18 48
60 50
12 10
34 34
25 65
72 60
46 8
16 16
56 52
67 67
49 49
50 14
42 10
0 13
79 77
63 69
21 72
4 19
64 33
76 7
34 47
66 79
45 56
37 52
38 17
7 29
27 7
18 38
59 76
9 75
40 62
20 4
31 13
23 9
44 68
65 11
2 71
49 3
15 10
7 6
59 53
58 8
28 65
47 78
27 20
40 39
29 66
21 62
40 75
41 40
44 45
72 27
14 22
37 42
3 49
49 16
47 55
18 28
30 2
28 78
48 56
21 75
62 76
33 49
34 14
74 50
20 79
37 19
56 32
76 10
36 59
55 72
62 53
72 17
10 42
3 3
22 16
74 63
36 36
18 18
79 34
71 30
77 73
29 33
69 69
40 42
6 49
2 15
34 4
66 36
45 13
51 56
24 39
3 16
55 26
47 22
70 42
9 32
29 10
58 73
62 43
39 59
32 56
24 52
17 13
76 62
6 3
38 72
19 58
39 36
62 56
66 26
31 68
23 64
43 42
36 3
34 79
13 56
36 39
76 75
48 13
40 9
5 51
6 16
50 59
8 62
31 45
23 41
4 64
28 12
68 48
54 6
54 42
32 23
24 19
1 35
5 5
6 6
50 49
8 52
0 48
73 32
20 26
39 39
23 31
51 13
35 5
53 59
72 72
16 28
56 64
3 58
68 38
69 39
30 47
23 8
41 62
33 58
53 36
44 67
1 25
45 68
65 46
50 3
68 51
61 12
79 66
11 11
12 12
41 75
33 71
25 67
45 45
64 58
78 78
79 43
50 16
42 12
8 19
79 79
30 37
29 78
60 65
53 26
45 22
64 35
56 31
76 9
37 54
78 55
57 32
49 28
30 14
48 68
21 51
0 28
64 12
34 26
53 39
56 44
68 18
15 12
