# family=structured seed=0
# opt_upper_bound=6
19 30
30 30
39 8
31 4
33 32
23 9
52 45
53 10
44 41
23 18
53 19
56 15
22 22
45 24
34 42
3 36
46 16
57 16
3 45
15 10
38 12
57 25
37 56
38 21
55 55
38 30
15 37
18 33
26 46
7 42
18 42
42 9
27 20
29 39
40 39
0 12
29 48
40 48
21 44
21 53
41 31
52 31
12 4
25 23
33 54
56 19
25 50
37 15
53 32
34 28
25 59
56 37
46 2
57 2
57 20
49 25
59 57
7 28
18 28
48 29
6 50
41 17
52 26
41 35
10 29
41 44
25 27
53 9
10 38
33 40
25 36
10 47
34 14
2 43
14 8
34 23
51 57
2 52
25 54
56 23
56 32
26 9
7 14
18 14
36 50
47 50
7 23
9 42
18 23
28 55
36 59
47 59
48 33
29 29
40 29
29 38
41 3
6 45
41 12
33 8
6 54
41 21
21 52
44 17
41 30
53 4
44 35
10 42
34 9
44 44
3 3
14 3
34 18
3 12
22 25
24 53
35 53
14 30
55 31
59 20
36 27
36 36
47 36
15 13
28 32
7 9
18 9
36 45
17 41
55 58
18 18
59 47
5 48
40 24
9 55
29 33
40 33
21 29
6 40
21 38
29 51
52 16
10 10
44 12
25 8
10 19
44 21
44 30
2 24
22 2
2 33
32 34
22 11
51 47
56 13
3 7
14 7
37 9
13 39
43 43
32 52
43 52
55 26
9 23
48 5
36 49
9 32
47 49
6 8
47 58
21 6
17 54
58 55
52 2
6 44
21 42
54 39
25 12
31 46
54 48
10 32
51 33
32 29
51 51
24 34
55 12
24 43
35 43
24 52
35 52
36 26
16 57
17 22
47 35
9 18
5 29
29 5
40 5
9 36
48 18
17 49
21 10
21 19
21 28
6 39
41 6
44 2
39 54
20 50
54 52
23 46
20 59
43 24
23 55
43 33
24 29
32 42
55 7
35 38
16 43
55 25
1 54
13 56
16 52
17 17
55 34
17 26
17 35
5 33
50 50
27 57
50 59
19 53
30 53
42 55
20 27
31 27
10 4
39 40
54 29
20 36
23 32
31 45
12 41
12 50
13 15
24 15
32 28
35 15
24 24
13 33
32 46
43 46
1 40
47 7
28 3
5 10
1 58
17 12
36 25
38 44
17 21
47 25
57 57
38 53
5 28
17 30
48 8
50 27
6 2
40 4
50 36
42 32
58 58
8 39
42 41
54 6
8 48
19 48
8 57
31 22
42 59
31 31
54 33
23 27
43 5
23 36
20 49
32 14
12 45
1 8
23 45
4 41
32 23
23 54
35 10
35 19
32 32
51 27
51 36
16 24
13 37
59 4
55 15
5 5
28 7
36 20
9 3
46 43
17 16
46 52
47 20
57 52
38 57
49 57
5 32
42 18
6 6
21 4
50 40
19 34
27 47
50 49
0 39
0 48
31 26
39 39
20 44
32 9
53 41
32 18
43 18
24 14
45 46
56 46
34 55
56 55
1 39
3 58
14 58
58 3
57 47
9 7
9 16
7 55
18 55
8 29
27 42
19 38
30 38
27 51
54 5
8 47
31 12
4 4
12 17
41 53
43 4
12 35
34 32
1 7
24 9
37 37
16 14
22 48
45 50
46 24
49 20
58 7
38 38
57 51
7 32
18 32
26 45
49 47
7 41
8 6
42 8
58 34
11 11
18 59
42 26
39 2
8 33
0 29
23 3
31 16
12 12
20 25
12 21
53 22
4 17
44 53
12 30
23 30
25 49
35 4
4 35
22 34
34 36
16 9
34 45
45 45
46 10
3 48
14 48
14 57
15 22
37 59
46 37
7 18
26 31
42 3
19 10
30 10
50 25
0 6
19 19
30 19
42 21
11 15
42 30
39 6
21 56
31 2
0 33
23 7
52 43
33 39
52 52
53 17
4 12
33 48
34 13
4 21
34 22
56 22
53 35
34 31
45 31
1 6
53 44
56 31
53 53
3 34
14 34
38 10
22 56
57 23
38 19
59 51
26 26
38 37
49 37
18 31
50 11
8 5
42 7
48 41
27 27
48 59
11 19
41 38
53 12
10 41
44 43
53 21
4 16
22 15
2 46
37 13
53 30
45 26
25 57
37 22
14 29
26 3
22 51
57 18
57 27
18 8
