# family=structured seed=1
# opt_upper_bound=8
69 11
26 49
27 14
30 19
20 11
12 7
41 70
34 31
53 44
14 52
7 13
26 26
59 60
78 73
50 11
28 72
7 49
27 27
71 70
41 47
60 60
34 8
25 39
72 34
45 17
64 30
10 59
15 30
7 26
79 51
63 43
75 17
40 59
6 66
52 33
54 79
33 56
25 52
53 34
45 30
2 68
55 43
7 3
18 12
59 50
78 63
8 4
63 56
33 33
31 72
22 23
66 66
67 31
38 4
79 5
24 69
70 36
28 75
69 76
54 69
20 76
67 8
9 39
77 57
28 52
48 30
60 4
74 24
39 66
67 21
32 63
36 33
76 69
6 10
29 30
69 66
62 27
41 4
12 62
31 75
24 36
47 19
59 30
65 73
71 4
16 68
17 33
9 29
15 72
61 75
74 14
19 78
66 10
11 74
31 52
51 30
24 13
67 11
53 76
45 72
24 49
65 50
5 35
38 69
42 39
54 13
20 20
30 64
10 6
2 2
75 72
54 49
12 52
4 48
72 66
24 26
43 39
35 35
1 42
17 23
50 20
68 68
19 32
39 10
8 59
54 26
0 55
43 16
57 36
76 49
49 32
77 14
38 59
62 7
12 6
30 54
33 65
52 78
13 7
24 16
76 26
45 75
9 9
42 42
75 39
41 46
20 23
4 15
72 33
51 10
64 29
75 75
1 9
25 74
45 52
38 13
57 26
76 39
15 29
26 38
67 76
38 49
50 23
0 22
60 36
63 78
75 52
16 2
56 38
57 3
22 45
38 26
69 13
7 38
29 62
0 35
40 71
41 36
60 49
6 78
52 45
4 5
10 48
22 22
34 33
66 65
65 20
76 29
49 12
22 58
55 55
70 71
71 36
63 32
42 9
28 74
60 26
6 55
11 21
33 45
44 54
2 57
3 22
68 2
48 29
5 67
21 48
40 61
60 39
47 41
79 30
70 61
17 55
63 22
36 68
29 29
47 77
10 15
21 61
62 62
20 65
25 31
44 44
53 13
31 74
10 51
23 70
2 47
3 12
14 21
74 72
13 62
59 29
55 58
47 54
50 65
69 78
41 16
19 77
25 8
52 25
62 75
54 71
59 6
78 19
18 4
17 45
9 41
6 35
52 2
10 5
73 61
32 29
23 60
35 34
14 11
67 23
78 32
24 61
65 62
35 70
9 18
28 31
48 9
9 54
77 72
33 2
73 38
19 67
74 3
51 19
66 35
12 64
31 77
23 73
24 38
28 8
69 45
42 64
54 38
66 12
39 58
32 19
23 50
45 74
16 47
68 57
69 22
46 75
77 62
69 58
19 57
20 22
30 66
31 31
23 27
75 74
12 54
53 55
32 32
64 64
35 37
36 2
76 38
22 67
5 14
46 52
65 65
77 39
50 22
42 18
15 64
8 25
73 5
31 8
63 77
72 45
24 5
58 3
68 47
69 12
58 39
30 20
49 70
39 25
12 8
4 4
44 76
37 37
76 28
68 24
5 4
37 73
38 38
27 28
11 20
39 2
71 71
44 53
10 60
35 4
34 45
37 50
56 63
49 24
22 70
7 27
30 10
8 28
48 64
20 2
6 67
52 34
44 66
45 31
37 27
76 18
59 51
78 64
79 29
5 79
71 61
63 57
29 64
75 31
33 34
53 12
72 25
45 8
2 46
14 20
65 22
57 18
35 79
15 21
18 26
59 64
78 77
9 63
75 8
21 37
60 28
11 23
72 2
75 44
21 73
41 51
51 64
43 60
22 37
26 7
18 3
55 70
5 69
21 50
41 28
10 40
2 36
22 14
34 25
67 22
32 64
7 7
26 20
18 16
21 27
40 40
60 18
73 73
20 67
25 33
22 27
14 23
32 77
79 9
65 74
70 40
17 34
36 47
5 59
50 67
73 50
44 23
10 30
12 76
59 8
43 63
16 46
35 59
17 47
28 56
27 60
62 54
74 28
39 70
12 53
3 4
13 54
59 21
57 60
28 33
47 46
69 70
27 73
20 34
11 65
31 43
2 16
24 40
16 36
76 50
63 4
49 69
27 50
50 70
62 44
39 60
12 43
35 26
13 44
46 41
58 15
69 24
26 62
6 4
18 58
58 51
31 33
25 75
64 66
56 62
68 36
1 46
14 65
65 67
57 63
42 20
15 66
7 62
26 75
19 36
11 32
75 53
74 8
20 37
66 4
4 29
24 7
34 57
64 79
76 53
19 13
79 64
50 37
8 40
48 76
54 7
73 20
20 14
6 79
4 6
34 34
46 8
65 21
16 16
56 52
49 13
67 67
5 6
79 41
58 18
49 49
50 14
15 56
61 23
8 17
27 30
11 22
39 4
30 35
63 69
53 24
4 19
45 20
35 6
76 7
66 79
45 56
65 34
38 17
49 26
15 33
48 66
23 9
64 10
52 72
45 33
65 11
10 75
68 16
14 45
15 10
27 20
29 66
75 33
48 79
40 75
33 36
44 45
45 10
56 19
14 22
74 73
38 7
78 43
36 46
7 19
59 66
30 2
71 40
63 36
40 52
6 59
10 29
62 76
25 45
51 66
56 32
13 76
78 56
9 42
47 68
62 53
72 17
10 42
3 3
14 12
66 59
13 53
51 79
24 62
70 29
36 36
15 13
48 10
18 18
5 48
58 60
69 69
6 49
44 12
62 66
54 62
73 75
34 4
32 43
37 9
35 48
67 37
17 36
9 32
28 45
29 10
8 72
74 17
11 77
2 28
74 53
67 14
12 78
59 10
32 56
36 26
76 62
1 68
46 76
17 49
77 63
61 55
73 65
31 68
4 51
5 15
76 75
9 22
5 51
50 59
8 62
54 29
73 42
66 3
11 67
31 45
2 18
43 19
35 15
53 69
4 64
65 43
35 51
36 16
1 58
38 62
69 49
8 39
54 6
11 44
8 75
0 71
43 32
47 2
5 5
69 26
6 6
18 60
39 3
8 52
54 19
27 65
60 62
39 39
35 5
25 77
72 72
45 55
3 58
14 67
73 9
0 61
33 58
66 6
53 36
24 9
56 77
57 42
76 55
49 38
69 16
8 6
26 54
79 66
11 11
29 65
62 13
12 12
31 25
4 8
72 26
23 21
34 36
53 49
45 45
65 23
57 19
14 57
38 42
78 78
7 54
18 63
79 79
75 45
53 26
64 35
37 18
10 64
38 19
57 32
77 10
69 6
15 35
55 71
26 44
79 56
60 42
33 25
23 11
53 39
44 70
65 13
