# family=structured seed=1
# opt_upper_bound=6
29 33
21 29
6 40
41 7
52 7
44 3
40 51
52 16
10 10
33 21
39 55
33 30
2 24
53 8
56 4
2 42
14 7
43 43
13 39
59 6
43 52
13 48
35 48
3 25
35 57
47 22
59 24
59 33
17 27
28 27
48 5
17 36
28 36
9 32
48 14
47 58
9 41
17 54
28 54
40 19
48 32
6 35
21 33
25 3
44 25
54 57
12 51
2 28
51 42
2 37
37 4
51 51
35 34
43 47
36 8
35 52
17 13
28 13
59 28
16 57
55 39
59 37
5 29
17 31
28 31
47 44
48 9
5 38
40 5
6 12
40 14
29 23
40 32
41 6
39 45
51 19
2 14
31 50
32 15
12 46
31 59
14 6
16 25
47 3
32 51
35 47
16 43
36 21
59 23
16 52
5 15
17 17
28 17
46 53
55 34
17 26
28 26
47 39
49 58
57 53
58 36
6 7
40 9
9 40
5 51
29 18
50 50
21 23
50 59
8 53
31 27
51 5
12 32
23 32
20 45
43 10
51 14
12 41
31 54
4 37
32 19
43 19
35 15
51 32
51 41
13 24
24 24
4 55
55 2
35 42
36 7
59 9
16 38
35 51
9 8
5 19
46 57
57 57
50 27
9 35
50 36
58 49
58 58
50 54
19 48
0 44
8 57
54 24
20 31
31 31
51 9
2 4
32 5
39 53
20 49
32 14
20 58
31 58
35 19
4 50
32 32
13 28
24 28
4 59
1 35
13 37
24 37
59 4
16 42
5 5
46 43
47 20
5 14
58 17
9 12
15 46
50 13
5 32
7 51
58 35
50 31
6 6
58 44
19 34
50 49
0 39
30 52
31 17
31 26
54 28
39 39
54 37
20 44
4 27
32 9
12 40
23 40
35 5
57 18
35 14
56 46
13 23
4 54
34 55
45 55
1 30
35 32
46 29
57 29
3 58
17 2
28 2
46 38
58 3
5 9
17 11
28 11
9 7
15 41
46 56
50 8
57 56
26 50
38 52
50 17
18 46
58 30
26 59
27 24
50 26
19 20
8 29
19 38
20 3
30 38
0 34
0 43
39 25
8 56
31 21
4 4
39 34
4 13
4 22
44 58
12 35
53 36
4 31
35 9
1 16
37 37
45 50
16 23
49 20
46 33
57 33
26 27
38 38
49 38
7 32
18 32
7 41
58 25
26 54
49 56
19 15
27 28
11 11
50 30
8 24
27 37
8 33
27 46
30 42
23 3
19 51
0 47
12 12
41 48
20 25
4 17
33 53
23 30
25 49
4 26
45 27
13 4
24 4
25 58
22 34
56 36
35 13
37 32
22 43
34 45
45 45
14 39
34 54
14 48
37 50
14 57
37 59
26 31
57 46
15 40
38 42
18 36
58 20
19 19
30 19
11 15
8 28
42 30
11 24
8 37
21 56
31 2
11 33
54 4
31 11
12 7
12 16
23 16
52 52
25 44
10 55
33 57
34 22
45 22
45 31
37 27
53 53
14 34
22 47
14 43
56 58
37 54
26 17
15 26
26 26
18 22
15 35
50 2
18 31
26 44
50 11
7 40
19 5
48 41
27 18
19 14
30 14
27 27
0 10
11 10
29 46
30 23
42 16
48 50
11 28
52 38
53 12
33 43
56 8
53 21
56 17
37 13
56 26
3 20
37 31
46 9
46 18
14 47
15 12
18 8
