# family=structured seed=1
# opt_upper_bound=10
96 53
37 83
65 65
57 61
97 97
50 22
68 70
42 18
26 73
19 34
98 98
31 8
90 94
63 77
83 55
48 97
40 93
12 31
85 15
35 14
44 99
72 81
76 51
77 16
67 88
92 32
78 97
49 70
4 4
63 90
91 72
75 64
94 77
95 42
87 38
88 3
53 45
72 58
64 54
37 37
57 15
86 78
38 38
97 87
58 16
30 33
71 71
9 96
82 80
0 47
6 90
72 35
64 31
41 84
22 70
14 66
7 27
67 78
36 90
83 22
8 28
19 37
84 23
95 32
40 96
41 61
87 28
44 66
14 43
26 17
59 51
38 28
97 77
58 6
70 60
7 40
48 41
47 76
5 79
11 10
63 57
91 39
82 70
29 64
12 11
2 46
22 24
54 93
34 35
74 71
12 96
37 40
35 79
1 86
7 17
13 97
90 51
63 34
55 93
29 41
47 89
60 28
10 27
42 96
62 74
25 43
45 21
85 57
14 33
18 3
70 50
98 32
82 24
55 70
48 31
40 27
6 34
30 13
58 81
91 29
29 54
69 90
61 86
6 70
64 11
14 10
86 35
37 30
23 95
97 44
49 4
90 5
35 69
1 76
7 7
13 87
65 97
16 92
91 6
28 66
40 40
41 5
52 14
44 10
61 99
54 60
0 89
33 37
73 73
31 76
32 41
2 49
35 46
32 77
17 34
96 98
50 67
19 79
39 57
66 47
96 75
1 66
46 74
65 87
38 70
9 43
15 86
21 17
48 34
61 53
26 95
27 60
60 8
30 65
73 63
20 57
39 70
4 49
23 62
24 27
13 54
53 90
65 64
70 30
16 59
76 73
28 33
47 46
80 43
6 14
58 61
15 99
62 31
7 95
8 60
19 69
30 78
31 43
91 94
2 16
43 17
95 64
87 60
67 2
86 15
16 36
99 70
46 64
92 31
65 77
9 33
49 69
29 11
7 72
71 93
50 70
54 40
94 76
0 69
73 53
19 82
20 47
66 14
12 43
13 8
72 57
88 38
13 44
45 76
49 46
77 28
68 59
14 88
61 20
46 77
92 44
38 73
79 74
81 34
39 37
31 33
43 7
84 45
96 19
45 53
68 36
1 46
14 65
46 54
38 50
81 11
71 83
63 79
42 56
82 92
48 99
94 66
87 27
20 37
44 65
24 7
75 89
99 37
65 44
58 5
76 53
80 23
18 48
78 99
98 77
90 73
42 33
20 14
6 79
31 23
72 24
96 9
34 34
37 39
16 16
56 52
15 20
26 29
67 67
5 6
79 41
49 49
47 88
27 30
82 82
84 12
21 72
12 23
52 59
4 19
44 55
64 33
35 6
96 22
68 3
93 96
46 21
86 57
57 30
97 66
77 8
69 4
86 93
18 38
59 76
17 79
91 28
36 92
82 59
8 30
6 69
11 35
44 32
41 63
87 30
73 95
53 37
37 29
51 76
56 42
2 71
97 43
7 6
66 92
59 53
89 75
36 69
28 65
7 42
40 39
59 89
5 81
11 12
92 86
71 63
63 59
25 32
64 23
32 76
38 7
78 43
57 20
35 81
1 88
80 3
26 32
90 53
77 83
75 10
48 56
41 17
60 30
6 59
84 15
74 50
32 53
37 19
23 84
43 62
76 10
89 29
55 36
67 47
71 17
17 46
36 59
76 95
28 55
47 68
40 29
19 91
93 40
72 17
3 3
73 98
24 62
70 29
98 11
36 36
82 3
28 32
48 10
18 18
79 34
92 53
16 94
58 60
29 33
69 69
21 29
41 7
81 79
32 43
37 9
35 48
96 64
13 66
59 33
45 98
78 46
79 11
76 85
82 16
40 19
38 95
50 69
62 43
54 39
27 85
25 12
95 76
66 49
4 74
72 92
36 26
5 38
92 43
57 85
76 98
69 59
27 62
44 2
30 67
73 65
24 29
97 13
16 25
96 54
87 85
34 79
65 66
70 32
57 62
69 36
40 9
46 89
18 70
58 63
90 95
42 55
81 46
54 29
0 58
74 7
93 20
91 96
23 41
84 57
75 88
33 91
66 39
12 68
53 69
64 78
28 12
98 76
49 71
68 84
21 9
62 10
26 87
18 83
75 65
54 42
41 72
52 81
13 10
44 77
51 36
5 5
46 43
64 91
58 17
77 30
69 26
6 6
59 98
82 81
62 23
8 52
54 19
73 32
39 39
23 31
35 5
87 52
53 59
72 72
68 38
34 82
80 12
92 23
38 52
73 9
11 34
31 12
90 98
63 81
84 24
53 36
10 74
16 5
56 41
76 19
87 65
74 95
86 69
32 98
37 64
58 7
77 20
7 41
80 25
11 11
17 91
63 58
91 40
8 42
54 9
94 45
60 52
6 81
12 12
31 25
75 68
33 71
45 45
46 10
57 19
3 48
76 32
78 78
50 16
28 77
48 55
60 29
79 79
39 6
71 75
21 74
87 19
60 65
53 26
4 21
10 64
56 31
2 60
22 38
25 80
26 8
37 54
49 28
47 67
30 14
17 81
36 94
82 61
83 26
40 64
87 32
20 91
65 13
