# family=structured seed=0
# opt_upper_bound=10
59 79
71 53
50 30
28 91
40 65
91 67
84 28
21 88
41 66
34 27
72 53
10 78
68 19
67 60
92 4
37 68
24 98
57 46
3 75
70 65
67 96
0 6
59 92
19 19
29 69
48 82
52 52
4 12
96 15
1 6
34 40
53 53
85 85
65 27
97 59
2 87
22 65
7 22
26 35
86 86
79 47
17 72
42 16
64 3
39 95
44 61
31 91
65 4
51 69
14 38
67 50
32 92
24 88
71 20
89 68
36 62
28 58
9 81
83 30
21 55
40 68
25 25
72 20
10 45
56 12
2 41
66 62
46 4
51 82
49 9
90 10
55 52
96 90
67 63
18 21
59 59
78 72
79 37
70 68
71 33
90 46
83 7
75 3
92 92
52 19
10 22
42 91
34 7
20 72
93 56
37 12
23 77
76 3
84 93
89 22
74 79
66 75
86 53
1 94
40 22
63 42
77 89
29 49
69 85
52 32
72 10
93 69
4 77
72 95
36 29
15 6
17 52
63 19
68 97
44 5
69 98
81 72
73 68
19 97
25 28
12 58
86 7
23 67
3 9
35 41
14 18
32 72
9 25
40 12
92 59
42 58
62 36
27 78
74 10
2 21
54 68
20 75
4 67
78 16
70 12
43 58
47 28
99 75
71 13
58 43
26 90
60 3
73 58
20 52
13 13
23 57
84 73
95 82
87 78
53 85
59 16
45 81
5 8
46 46
28 28
69 29
15 94
61 61
62 26
81 39
27 68
93 13
11 60
39 42
83 85
35 8
94 94
96 24
12 61
13 26
4 57
64 71
68 41
34 85
99 65
42 25
8 32
81 16
73 12
19 41
11 37
30 50
83 62
75 58
66 9
12 38
13 3
52 74
4 34
72 52
43 25
35 21
45 71
46 36
64 84
76 58
77 23
69 19
14 83
15 48
26 57
59 91
79 69
50 42
90 78
81 29
18 89
63 97
23 24
91 79
83 75
94 84
41 78
88 10
34 39
13 16
53 52
99 19
10 90
3 51
76 35
22 64
80 5
92 16
78 81
58 23
49 54
7 57
18 66
71 78
75 48
54 25
87 22
20 32
33 51
64 38
56 34
74 88
46 26
38 22
56 70
57 35
3 64
49 31
69 9
27 12
63 51
42 28
82 64
8 35
48 71
95 3
0 31
21 90
95 39
96 4
25 60
99 9
37 34
15 15
46 39
59 58
16 96
50 9
82 41
7 47
48 48
59 94
92 91
30 30
75 38
95 16
81 81
60 58
72 32
74 78
32 81
24 77
97 61
68 34
47 60
17 74
91 23
82 54
28 83
41 22
72 9
33 54
34 19
25 50
51 71
56 37
26 14
97 74
98 39
90 35
40 34
5 76
6 41
52 8
71 58
21 57
40 70
81 71
87 2
39 74
64 18
2 43
66 64
13 58
24 67
70 34
16 63
90 12
35 76
96 92
1 83
7 14
88 88
13 94
99 97
70 70
9 60
48 51
60 25
52 21
74 45
20 74
39 87
12 70
85 54
31 83
67 42
89 60
76 90
28 50
48 28
40 24
6 31
77 91
75 18
41 25
11 82
30 95
31 60
51 38
56 4
14 7
66 54
31 96
4 79
23 92
98 6
16 53
36 31
88 78
57 90
28 63
68 99
15 93
61 60
7 89
40 37
41 2
73 34
18 98
52 11
58 91
8 90
81 74
94 93
73 70
19 99
4 56
37 4
51 51
89 14
35 43
36 8
55 21
96 59
67 32
59 28
45 93
79 6
70 37
17 31
82 11
88 91
40 14
46 94
61 73
33 11
30 85
87 67
12 73
64 83
16 43
76 57
55 34
96 72
34 97
77 58
19 53
50 77
63 96
51 5
42 73
83 74
11 85
13 15
4 46
23 59
24 24
96 49
88 45
53 87
46 48
64 96
65 61
57 57
58 22
68 66
69 31
15 60
61 27
40 4
27 34
18 65
58 58
98 94
90 90
42 50
82 86
7 92
8 57
27 70
73 37
93 15
11 62
12 27
39 44
85 11
91 91
75 83
95 61
53 64
44 95
70 4
22 76
92 28
78 93
57 70
61 40
62 5
7 69
81 18
0 30
79 94
83 64
29 93
60 80
12 40
1 30
53 77
92 5
97 83
22 89
68 56
18 55
83 41
62 18
0 43
73 27
19 56
11 52
72 31
96 16
13 18
53 54
16 23
22 66
68 33
26 36
5 13
18 32
86 87
58 25
3 89
90 57
82 53
48 60
27 37
73 4
19 33
11 29
91 58
33 53
12 30
25 49
52 66
99 34
78 60
97 73
3 66
14 75
59 83
71 57
36 99
29 60
54 4
60 47
44 39
23 16
84 32
95 41
93 80
46 5
56 49
57 14
7 13
26 26
13 93
18 22
50 11
90 47
36 76
7 49
27 27
40 82
81 83
60 60
45 17
34 44
93 93
85 89
13 70
38 14
51 96
67 77
27 4
28 85
21 46
33 20
44 29
64 7
33 56
39 99
23 91
97 40
2 68
89 36
22 46
35 65
7 3
66 89
18 12
59 50
24 92
36 66
9 49
82 33
94 7
6 43
11 9
52 10
50 86
75 30
95 8
41 37
33 33
52 46
25 29
53 11
51 50
56 16
2 45
3 10
66 66
59 63
99 99
38 89
58 67
49 98
28 75
75 7
48 53
94 20
41 14
92 96
25 6
42 95
0 98
34 11
86 21
4 68
78 17
51 63
47 29
26 6
16 78
9 39
21 13
40 26
62 50
33 23
11 84
85 33
23 58
43 36
84 74
89 3
54 82
20 89
72 99
24 59
56 91
17 20
1 75
92 50
63 23
73 36
19 65
85 10
30 74
94 95
4 58
32 40
51 53
70 3
89 16
1 52
65 73
9 29
77 47
28 42
81 17
92 63
25 9
32 17
67 11
12 75
45 72
78 20
16 45
17 10
77 24
34 99
80 29
5 35
8 46
27 59
18 90
20 20
11 51
31 29
23 25
2 2
43 3
20 56
60 92
52 88
35 35
76 36
55 13
47 9
88 47
99 56
58 24
49 55
68 68
7 58
80 42
73 3
91 57
19 68
60 69
6 98
83 89
96 28
4 61
64 75
65 40
16 35
57 36
34 89
46 63
92 30
8 36
81 20
20 10
91 70
83 66
75 62
94 75
52 78
53 43
32 20
24 16
64 52
10 81
56 48
76 26
86 76
9 9
22 91
49 45
89 81
61 19
27 26
42 42
29 72
48 85
0 45
40 81
41 46
11 54
12 19
23 28
43 6
84 44
75 75
44 87
45 52
46 17
56 61
57 26
14 64
80 9
97 98
58 27
71 46
50 23
91 24
61 32
8 26
48 62
81 10
71 82
31 9
84 21
48 98
53 33
64 42
68 12
34 56
67 53
37 61
24 91
90 36
14 77
7 38
67 89
19 12
17 88
29 62
94 42
60 49
6 78
52 45
44 41
2 44
21 94
22 22
87 39
37 38
38 3
51 85
55 55
36 78
82 45
28 74
5 90
92 95
21 71
52 58
93 59
45 19
37 15
3 22
66 78
26 5
78 52
97 65
98 30
16 77
49 25
35 90
90 26
48 29
17 78
77 92
94 32
40 61
72 13
20 88
25 54
12 84
45 32
24 58
89 38
18 14
79 30
70 61
98 43
9 51
29 29
60 16
5 80
58 92
42 84
61 97
62 62
8 91
41 39
25 31
44 44
97 19
3 12
84 86
95 95
74 72
12 97
13 62
32 75
16 67
17 32
96 96
28 41
5 57
63 35
83 13
81 52
54 71
20 78
4 70
32 52
72 88
70 15
35 57
96 73
1 64
47 31
59 42
70 51
17 45
77 59
15 84
21 15
54 48
73 61
66 22
51 42
97 9
96 50
66 58
67 23
78 32
36 35
68 67
47 44
58 59
9 54
44 11
91 92
2 14
8 94
0 90
12 64
86 13
4 60
72 78
78 9
84 89
16 34
89 18
35 47
96 63
99 68
5 24
46 62
37 93
9 31
29 9
27 48
38 94
8 71
20 45
30 89
4 37
32 19
23 50
84 66
88 36
34 65
53 78
4 73
45 74
37 70
3 77
36 25
88 72
80 31
92 42
49 80
7 83
81 32
54 15
26 96
27 61
0 44
11 53
31 31
94 87
53 55
99 22
32 32
23 63
24 28
64 64
65 29
16 24
55 15
1 44
65 65
97 97
58 26
89 93
68 70
19 34
98 98
30 43
71 81
63 77
91 59
83 55
19 70
4 27
72 45
96 30
88 26
72 81
56 73
49 34
77 16
59 84
38 61
28 96
81 22
79 98
12 8
31 21
4 4
23 17
83 68
75 64
21 93
41 71
60 84
99 12
4 40
37 37
65 19
56 50
22 57
34 68
37 73
38 38
78 74
58 16
3 80
49 47
89 83
69 25
14 89
18 59
11 20
39 2
71 71
63 67
56 27
76 5
1 11
87 51
74 81
25 76
93 94
45 54
86 55
3 57
68 37
14 66
71 48
36 90
83 22
48 64
19 37
11 33
95 32
37 27
10 73
56 40
57 5
22 47
13 84
46 32
38 28
8 5
67 91
59 87
11 10
71 61
75 31
40 73
64 21
62 97
93 84
66 67
32 74
37 40
3 47
68 27
15 21
70 73
91 16
55 93
48 54
21 37
94 21
60 28
5 92
72 2
84 13
42 96
41 51
81 87
34 12
2 59
76 8
68 4
18 3
38 18
89 63
36 57
40 27
19 4
6 34
71 51
60 41
33 24
30 98
64 11
22 14
74 61
67 22
24 60
70 27
16 56
90 5
1 76
7 7
88 81
67 58
5 46
24 96
65 97
71 28
16 92
63 24
9 53
28 66
29 31
40 40
6 47
10 17
61 99
62 64
73 73
39 80
51 54
56 20
3 14
35 46
67 35
12 99
24 73
70 40
89 53
5 59
58 71
50 67
69 80
42 63
51 31
54 73
13 41
86 25
32 54
51 67
24 50
97 34
5 36
15 86
92 77
10 7
94 86
0 79
20 57
11 88
86 2
4 49
89 7
35 36
95 87
96 52
1 43
24 63
16 59
56 95
90 8
9 20
88 84
48 11
38 83
58 61
98 97
50 57
69 70
81 44
27 73
33 4
73 40
74 5
51 21
84 55
94 99
12 66
86 15
99 70
5 26
92 31
58 38
9 33
49 69
50 34
69 47
62 8
73 17
79 97
66 14
43 30
35 26
96 42
59 11
99 47
45 76
64 89
77 28
28 23
26 62
59 96
58 51
69 60
61 56
12 20
51 11
60 96
12 56
13 21
99 24
4 52
64 66
16 26
68 36
34 80
5 16
97 99
58 28
50 24
68 72
8 27
27 40
11 32
23 42
10 72
43 20
75 89
99 37
65 44
38 63
7 75
0 36
20 14
6 79
31 23
63 92
75 66
95 44
34 34
93 83
46 8
64 56
16 16
34 70
26 29
67 67
86 80
49 49
7 52
30 35
82 82
94 56
33 46
4 19
45 20
76 7
33 82
99 27
65 34
56 65
15 33
1 98
67 80
86 93
18 38
91 28
42 23
40 62
20 4
29 89
33 59
52 72
93 73
99 4
85 69
51 76
76 20
67 57
13 86
97 79
16 91
89 75
90 40
59 89
60 17
11 12
63 59
91 41
75 33
87 7
6 82
53 14
45 10
10 52
56 19
14 22
88 8
34 37
93 86
85 82
38 7
97 56
70 39
89 52
36 46
67 70
77 83
83 14
84 15
62 76
22 3
54 72
20 79
37 19
59 43
43 98
71 17
48 33
6 36
63 49
9 78
50 79
77 96
29 56
69 92
72 17
2 38
3 3
22 16
54 85
67 24
16 58
36 36
15 13
18 18
65 99
57 95
77 73
69 69
61 65
94 13
58 96
50 92
10 19
62 66
8 95
34 4
12 65
78 10
3 16
89 19
1 55
47 22
87 95
4 97
71 7
77 50
40 19
77 86
42 65
8 72
81 56
74 17
30 90
10 32
23 51
51 33
43 29
78 23
23 87
64 88
70 19
17 13
36 26
76 62
55 39
28 22
96 77
46 76
58 50
63 16
77 63
6 39
44 2
2 5
73 65
20 59
39 72
84 80
35 38
59 23
45 88
5 15
56 97
57 62
36 39
58 63
50 59
61 68
8 62
74 7
25 2
66 3
32 10
91 96
41 95
12 68
13 33
24 42
96 67
28 12
47 25
88 63
34 92
99 72
37 97
38 62
65 79
69 49
61 45
81 23
73 19
18 83
63 91
83 69
62 46
74 20
60 85
52 81
44 77
53 82
45 78
5 5
65 56
38 39
77 30
68 61
15 55
6 6
38 75
50 49
90 85
91 50
48 88
54 19
27 65
94 55
19 61
20 26
39 39
12 22
30 70
35 5
88 17
13 23
72 72
16 28
92 23
37 87
38 52
78 88
90 62
69 39
7 64
81 13
30 47
71 85
91 63
29 88
21 84
0 61
40 97
66 6
10 74
22 48
87 65
68 51
69 16
61 12
80 25
67 92
27 19
59 88
11 11
70 97
98 79
63 58
82 71
12 12
31 25
64 22
87 42
33 71
45 45
85 81
49 15
22 61
7 18
26 31
78 78
79 43
50 16
82 48
55 94
28 77
0 15
60 29
79 79
94 58
81 88
33 48
4 21
76 9
22 38
88 20
34 49
25 80
26 8
32 88
38 19
78 55
97 68
89 64
47 67
67 82
17 81
63 48
91 30
75 22
73 97
25 57
85 71
23 96
3 38
43 74
