# family=hard seed=0
36 75
9 58
28 71
47 84
21 32
0 9
5 87
58 99
21 68
62 69
8 98
54 65
44 51
10 58
23 77
2 54
3 19
84 93
22 32
14 28
74 79
66 75
13 69
32 82
24 78
16 74
17 39
35 87
28 48
1 94
5 64
38 98
58 76
9 71
77 89
29 49
69 85
61 81
40 58
80 94
27 88
6 65
19 84
39 62
10 35
2 31
54 78
12 81
13 46
31 94
4 77
72 95
23 90
24 55
16 51
35 64
1 71
13 82
5 41
46 79
65 92
16 87
17 52
57 88
36 65
9 48
28 61
21 22
6 42
18 96
58 89
42 81
61 94
8 88
54 55
0 84
19 97
20 62
11 93
39 75
31 71
23 67
24 32
3 9
43 45
35 41
1 48
12 94
13 59
4 90
32 72
65 69
16 64
35 77
36 42
9 25
76 78
28 38
68 74
88 89
5 54
6 19
46 92
38 88
77 79
50 62
42 58
8 65
27 78
19 74
30 83
42 94
2 21
0 97
20 75
12 71
13 36
31 84
4 67
64 81
43 58
16 41
84 96
5 31
46 69
65 82
38 65
17 42
57 78
76 91
9 38
49 74
7 77
58 79
30 60
61 84
27 91
60 88
11 83
31 61
4 44
16 18
1 38
53 85
64 94
16 54
3 84
9 15
22 97
14 93
26 67
5 44
6 9
46 82
38 78
57 91
49 87
50 52
42 48
7 90
27 68
19 64
20 29
39 42
12 25
30 73
23 34
83 85
75 81
0 87
41 88
1 15
33 84
12 61
13 26
52 97
4 57
72 75
64 71
16 31
56 67
35 44
1 51
87 91
34 85
53 98
45 94
86 95
65 72
57 68
3 97
49 64
68 77
7 67
8 32
18 76
19 41
79 92
30 50
63 84
82 97
29 91
8 68
0 64
20 42
11 73
4 34
83 98
75 94
34 62
25 93
53 75
45 71
64 84
3 74
22 87
14 83
7 44
26 57
67 95
59 91
38 68
7 80
18 89
19 54
11 50
30 63
63 97
23 24
41 78
1 5
60 91
33 74
52 87
13 16
25 70
4 47
44 83
45 48
24 25
37 44
16 21
56 57
22 64
14 60
34 75
26 34
67 72
5 11
46 49
37 80
38 45
78 81
57 58
3 87
89 90
55 97
7 57
8 22
47 93
27 35
0 18
11 27
71 78
90 91
82 87
48 94
0 54
40 90
41 55
60 68
33 51
6 97
12 28
52 64
4 24
44 60
23 37
10 67
2 63
1 18
33 87
34 52
74 88
44 96
45 61
85 97
37 57
56 70
22 77
14 73
15 38
55 74
7 34
26 47
67 85
86 98
18 43
78 94
70 90
36 97
28 93
8 35
48 71
0 31
40 67
19 44
63 87
29 94
52 77
44 73
10 80
13 91
18 20
16 96
36 74
15 51
28 70
55 87
7 47
8 12
0 8
18 56
19 21
11 17
17 97
9 93
48 84
21 67
40 80
41 45
33 41
6 87
52 54
44 50
10 57
2 53
74 78
25 73
45 51
85 87
32 81
37 47
51 94
24 77
3 54
43 90
35 86
15 28
55 64
59 71
70 80
17 74
36 87
9 70
77 88
28 83
47 96
48 61
21 44
0 21
40 57
5 99
11 30
10 34
62 81
41 58
54 77
81 94
20 84
44 63
31 93
51 71
3 31
43 67
22 44
14 40
74 91
13 81
32 94
24 90
16 86
17 51
35 99
36 64
55 77
7 37
69 97
61 93
6 77
25 27
39 74
10 47
2 43
54 90
14 17
20 97
12 93
13 58
4 89
32 71
3 44
16 63
43 80
35 76
15 18
1 83
47 50
13 94
59 61
5 53
46 91
16 99
17 64
36 77
9 60
49 96
28 73
29 38
69 74
77 78
21 34
80 83
5 89
6 54
92 94
50 97
42 93
2 20
62 71
54 67
33 44
25 40
39 87
12 70
31 83
32 48
23 79
51 61
3 21
43 57
84 95
35 53
14 30
1 60
66 77
13 71
24 80
17 41
35 89
76 90
28 50
47 63
5 66
77 91
29 51
69 87
21 47
80 96
8 77
27 90
19 86
30 95
10 37
12 83
13 48
31 96
4 79
72 97
23 92
64 93
43 70
16 53
35 66
5 43
6 8
65 94
38 77
17 54
9 50
28 63
15 93
21 24
27 67
6 44
18 98
58 91
30 72
50 87
10 14
42 83
2 10
0 86
19 99
20 64
11 95
12 60
13 25
31 73
4 56
32 38
23 69
24 34
39 77
3 11
84 85
1 50
34 84
13 61
4 92
5 20
24 70
37 89
16 66
17 31
57 67
3 96
28 40
68 76
88 91
5 56
46 94
58 68
50 64
69 77
61 73
80 86
8 67
27 80
0 63
31 50
1 27
33 96
13 38
23 82
24 47
84 98
1 63
5 33
46 71
38 67
9 40
49 76
68 89
19 53
30 62
8 80
19 89
20 54
60 90
11 85
12 50
52 86
31 63
4 46
16 20
34 74
64 96
38 44
17 21
49 53
28 30
14 95
15 60
26 69
27 34
6 11
18 65
30 39
50 54
42 50
15 96
61 63
82 86
48 93
27 70
0 53
11 62
12 27
30 75
31 40
4 23
23 36
75 83
52 99
25 82
53 64
4 59
44 95
45 60
24 37
64 73
72 77
56 69
2 98
22 76
34 87
45 96
5 23
46 61
37 92
78 93
68 79
15 73
7 69
8 34
27 47
0 30
18 78
79 94
30 52
71 90
29 93
41 67
60 80
52 76
44 72
10 79
1 30
25 95
53 77
45 73
64 86
37 69
22 89
15 50
7 46
18 55
19 20
59 93
7 82
8 47
48 83
0 43
40 79
19 56
20 21
11 52
12 17
52 53
4 13
63 99
23 26
41 80
60 93
33 76
52 89
53 54
45 50
16 23
56 59
2 88
14 62
15 27
26 36
67 74
5 13
18 32
46 51
38 47
86 87
70 79
3 89
49 56
55 99
7 59
47 95
27 37
0 20
19 33
5 98
79 84
71 80
63 76
82 89
29 83
48 96
21 79
40 92
41 57
60 70
6 99
12 30
52 66
44 62
10 69
14 39
33 89
74 90
66 86
85 99
32 93
37 59
3 66
35 98
14 75
15 40
55 76
7 36
26 49
67 87
70 92
17 86
36 99
28 95
29 60
8 37
48 73
0 33
6 76
11 42
10 46
29 96
21 92
41 70
33 66
25 62
10 82
51 83
2 78
15 17
7 13
66 99
18 22
59 60
16 98
17 63
36 76
55 89
7 49
0 10
19 23
6 53
92 93
17 99
63 66
9 95
29 73
41 47
81 83
33 43
6 89
52 56
25 39
44 52
3 20
22 33
14 29
34 44
66 76
85 89
13 70
32 83
37 49
51 96
24 79
3 56
43 92
36 53
1 95
47 62
17 76
36 89
28 85
48 63
21 46
0 23
40 59
80 95
6 66
10 36
62 83
54 79
33 56
73 92
25 52
39 99
31 95
32 60
23 91
51 73
2 68
35 65
1 72
66 89
13 83
16 88
17 53
36 66
9 49
28 62
47 75
5 78
9 85
50 86
21 59
61 95
19 98
25 29
39 76
31 72
62 96
22 23
54 92
20 99
12 95
13 60
4 91
32 73
51 86
24 69
16 65
55 56
7 16
47 52
59 63
46 93
38 89
17 66
77 80
29 40
69 76
48 53
40 49
80 85
6 56
92 96
30 84
10 26
42 95
2 22
62 73
81 86
54 69
73 82
20 76
25 42
4 68
32 50
23 81
3 23
35 55
14 32
1 62
13 73
65 83
16 78
17 43
57 79
9 39
28 52
68 88
6 33
58 80
50 76
69 89
21 49
61 85
8 79
0 75
30 97
31 62
10 39
23 58
13 50
53 86
4 81
64 95
43 72
16 55
17 20
35 68
56 91
5 45
6 10
46 83
65 96
17 56
49 88
29 30
21 26
61 62
7 91
6 46
19 65
30 74
50 89
10 16
42 85
2 12
62 63
54 59
94 95
0 88
20 66
11 97
39 79
13 27
31 75
4 58
52 98
51 53
24 36
72 76
43 49
16 32
84 87
95 96
87 92
34 86
53 99
46 60
37 91
65 73
16 68
57 69
9 29
28 42
26 81
5 58
6 23
18 77
38 92
46 96
79 93
50 66
69 79
82 98
8 69
27 82
0 65
20 43
39 56
12 39
31 52
23 48
83 99
33 98
12 75
53 76
72 89
24 49
16 45
35 58
14 84
34 99
57 82
49 78
15 85
7 81
8 46
26 94
18 90
19 55
11 51
30 64
63 98
42 75
41 79
11 87
12 52
13 17
31 65
4 48
44 84
23 61
52 88
16 22
53 89
46 50
64 98
37 81
56 94
17 23
3 88
14 97
26 71
27 36
6 13
18 67
19 32
30 41
50 56
90 92
82 88
7 94
0 55
19 68
20 33
60 69
6 98
11 64
12 29
83 89
94 98
1 19
34 53
13 30
53 66
4 61
44 97
72 79
64 75
37 58
16 35
22 78
14 74
26 48
67 86
5 25
46 63
86 99
38 59
78 95
57 72
70 91
7 71
8 36
26 84
0 32
79 96
30 54
63 88
21 91
0 68
41 69
33 65
12 42
52 78
4 38
44 74
22 55
1 32
25 97
53 79
45 75
37 71
56 84
3 78
14 87
26 61
67 99
11 18
30 31
17 98
63 65
29 72
8 49
48 85
0 45
40 81
41 46
20 23
11 54
23 28
52 91
25 74
53 56
44 87
45 52
85 88
64 65
10 94
51 95
56 61
2 90
14 64
15 29
7 25
86 89
59 72
78 85
97 98
70 81
36 88
28 84
47 97
8 26
48 62
27 39
0 22
11 31
30 44
71 82
63 78
82 91
40 94
41 59
60 72
52 68
25 51
4 28
44 64
2 67
22 45
14 41
74 92
25 87
66 88
32 95
24 91
3 68
14 77
55 78
7 38
47 74
67 89
18 47
78 98
17 88
9 84
29 62
40 71
10 48
21 94
62 95
54 91
33 68
20 98
10 84
51 85
3 45
22 58
14 54
15 19
13 95
18 24
59 62
70 71
36 78
28 74
29 39
47 87
8 16
0 12
5 90
6 55
11 21
92 95
63 68
9 97
50 98
29 75
62 72
41 49
6 91
25 41
39 88
44 54
51 62
2 57
14 31
74 82
85 91
32 85
24 81
43 94
16 77
35 90
15 32
55 68
1 97
47 64
59 75
5 67
77 92
28 87
69 88
21 48
40 61
2 34
62 85
81 98
54 81
20 88
12 84
31 97
32 62
3 35
14 44
13 85
65 95
16 90
36 68
9 51
28 64
47 77
0 2
5 80
6 45
58 92
50 88
61 97
54 58
20 65
25 31
39 78
31 74
23 70
2 47
43 48
84 86
22 25
54 94
66 68
12 97
4 93
24 71
43 84
16 67
47 54
6 22
38 91
17 68
58 69
77 82
29 42
69 78
21 38
61 74
40 51
80 87
6 58
19 77
39 55
30 86
10 28
2 24
62 75
39 91
12 74
13 39
31 87
72 88
24 48
3 25
43 61
84 99
35 57
13 75
5 34
46 72
65 85
16 80
17 45
49 77
28 54
68 90
15 84
26 93
5 70
58 82
50 78
61 87
8 81
0 77
11 86
30 99
31 64
2 37
12 87
53 88
4 83
32 65
45 84
24 61
64 97
16 57
17 22
35 70
28 31
1 77
5 47
6 12
65 98
57 94
58 59
9 54
15 97
61 64
39 45
31 41
10 18
91 92
83 88
62 65
75 84
8 94
0 90
41 91
20 68
12 64
13 29
31 77
32 42
72 78
23 73
24 38
51 55
84 89
16 34
95 98
87 94
45 97
5 24
46 62
37 93
17 35
57 71
49 67
28 44
68 80
15 74
26 83
38 94
79 95
58 72
71 91
42 64
61 77
8 71
0 67
60 81
11 76
39 58
1 31
34 65
53 78
4 73
72 91
37 70
56 83
22 90
14 86
26 60
67 98
38 71
49 80
15 87
7 83
8 48
27 61
0 44
18 92
20 22
30 66
2 4
41 81
1 8
12 54
52 90
53 55
44 86
23 63
24 28
16 24
2 89
35 37
34 78
53 91
5 14
57 61
3 90
9 21
49 57
68 70
14 99
15 64
7 60
8 25
27 38
79 85
30 43
90 94
42 54
82 90
29 84
8 61
19 70
20 35
52 67
23 40
83 91
41 94
1 21
34 55
44 99
45 64
72 81
3 67
26 50
18 46
78 97
70 93
49 70
28 96
48 74
0 34
18 82
30 56
63 90
29 97
21 93
60 84
4 40
10 83
2 79
14 53
26 27
45 77
37 73
14 89
15 54
8 15
26 63
27 28
0 11
18 59
19 24
59 97
11 20
30 33
9 96
48 87
0 47
41 48
20 25
60 61
6 90
12 21
52 57
4 17
44 53
10 60
75 77
22 34
41 84
34 45
74 81
93 94
85 90
37 50
10 96
51 97
2 92
43 93
22 70
15 31
7 27
26 40
67 78
86 91
18 36
78 87
8 28
48 64
0 24
40 60
19 37
71 84
29 87
40 96
81 97
33 57
73 93
52 70
25 53
44 66
10 73
2 69
22 47
14 43
74 94
13 84
32 97
24 93
16 89
15 44
55 80
18 49
5 79
70 96
17 90
9 86
28 99
48 77
21 60
40 73
33 34
25 30
2 46
62 97
22 24
54 93
34 35
25 66
32 74
37 40
51 87
2 82
3 47
43 83
35 79
14 56
1 86
7 17
47 53
26 30
67 68
13 97
70 73
36 80
55 93
29 41
48 54
0 14
40 50
5 92
6 57
92 97
10 27
42 96
21 73
62 74
73 83
39 90
44 56
31 86
10 63
51 64
2 59
43 60
14 33
74 84
66 80
24 83
43 96
16 79
17 44
35 92
36 57
28 53
1 99
7 30
47 66
5 69
58 81
77 94
28 89
29 54
69 90
21 50
40 63
80 99
27 93
30 98
10 40
54 83
73 96
12 86
13 51
31 99
4 82
32 64
23 95
51 77
3 37
16 56
43 73
13 87
24 96
65 97
17 57
57 93
36 70
9 53
28 66
29 31
21 27
5 82
6 47
58 94
2 13
61 99
8 93
54 60
33 37
20 67
25 33
39 80
32 41
23 72
51 54
2 49
3 14
84 88
22 27
95 97
87 93
12 99
4 95
32 77
65 74
16 69
17 34
35 82
36 47
9 30
76 83
28 43
1 89
88 94
46 97
6 24
38 93
29 44
42 63
61 76
8 70
19 79
39 57
30 88
31 53
10 30
42 99
2 26
54 73
13 41
32 54
72 90
23 85
51 67
43 63
16 46
5 36
46 74
65 87
38 70
76 96
49 79
28 56
68 92
15 86
27 60
6 37
58 84
30 65
2 3
61 89
27 96
0 79
19 92
20 57
11 88
12 53
39 70
31 66
4 49
24 27
35 36
1 43
24 63
37 82
16 59
17 24
56 95
36 37
68 69
14 98
26 72
5 49
6 14
58 61
49 92
90 93
42 53
61 66
7 95
8 60
19 69
20 34
11 65
30 78
31 43
23 39
2 16
75 86
54 63
94 99
0 92
41 93
20 70
12 66
53 67
4 62
44 98
24 40
64 76
43 53
56 72
84 91
35 49
22 79
1 56
34 90
45 99
46 64
37 95
38 60
65 77
17 37
57 73
76 86
49 69
68 82
15 76
7 72
27 50
19 46
79 97
71 93
50 70
63 89
42 66
8 73
19 82
11 78
12 43
39 60
31 56
4 39
23 52
75 99
25 98
53 80
72 93
45 76
64 89
56 85
22 92
14 88
15 53
26 62
5 39
18 58
59 96
38 73
49 82
42 43
7 85
8 50
0 46
19 59
12 20
30 68
23 29
41 83
60 96
12 56
13 21
25 75
4 52
44 88
52 92
24 30
53 57
10 95
56 62
22 69
45 89
86 90
65 67
38 50
78 86
97 99
49 59
15 66
7 62
8 27
26 75
27 40
18 71
11 32
30 45
90 96
82 92
29 86
8 63
21 82
0 59
20 37
60 73
12 33
52 69
4 29
23 42
75 89
41 96
34 57
25 88
53 70
64 79
37 62
22 82
7 39
67 90
18 48
59 86
78 99
70 95
7 75
8 40
48 76
27 53
40 72
19 49
30 58
63 92
29 99
21 95
41 73
60 86
33 69
25 65
10 85
2 81
22 59
15 20
34 70
26 29
5 6
13 96
37 75
38 40
70 72
3 82
36 79
55 92
7 52
8 17
26 65
27 30
18 61
19 26
5 91
11 22
71 73
63 69
9 98
48 89
41 50
6 92
10 62
33 82
34 47
74 83
66 79
45 56
32 86
37 52
51 99
56 65
2 94
3 59
35 91
14 68
15 33
55 69
1 98
7 29
26 42
67 80
86 93
18 38
59 76
89 98
17 79
36 92
9 75
28 88
29 53
8 30
48 66
0 26
40 62
6 69
11 35
63 82
41 63
73 95
25 55
44 68
31 98
10 75
51 76
3 36
74 96
66 92
13 86
32 99
24 95
36 69
55 82
28 65
7 42
47 78
0 3
59 89
5 81
11 12
17 92
9 88
21 62
40 75
33 36
6 82
4 9
2 48
62 99
22 26
54 95
34 37
66 69
12 98
4 94
37 42
51 89
3 49
43 85
35 81
36 46
15 23
96 97
88 93
13 99
18 28
59 66
70 75
17 69
36 82
77 83
29 43
47 91
48 56
0 16
80 88
6 59
10 29
42 98
2 25
62 76
81 89
54 72
33 49
73 85
31 88
32 53
23 84
2 61
22 39
14 35
66 82
13 76
24 85
35 94
36 59
9 42
28 55
47 68
6 36
17 82
58 83
50 79
21 52
61 88
19 91
39 69
10 42
54 85
4 84
23 97
24 62
51 79
43 75
35 71
28 32
7 9
46 86
65 99
16 94
17 59
58 60
9 55
49 91
29 33
15 98
6 49
58 96
50 92
2 15
62 66
54 62
0 91
73 75
25 35
31 78
32 43
23 74
24 39
51 56
3 16
43 52
35 48
14 25
95 99
1 55
87 95
13 66
4 97
24 75
16 71
17 36
36 49
9 32
68 81
47 58
5 61
6 26
46 99
58 73
21 42
80 91
27 85
19 81
39 59
30 90
31 55
2 28
75 98
54 75
20 82
13 43
32 56
72 92
23 87
64 88
16 48
1 68
46 76
38 72
57 85
9 45
49 81
68 94
15 88
7 84
26 97
27 62
6 39
18 93
19 58
30 67
2 5
8 85
27 98
19 94
20 59
60 95
39 72
23 64
24 29
16 25
35 38
1 45
34 79
13 56
53 92
45 88
5 15
37 84
16 61
17 26
57 62
36 39
9 22
28 35
68 71
15 65
5 51
18 70
38 85
58 63
98 99
49 94
69 72
42 55
61 68
7 97
8 62
0 58
20 36
11 67
12 32
30 80
39 49
91 96
23 41
2 18
83 92
1 22
33 91
13 33
4 64
45 65
72 82
64 78
5 28
37 97
38 62
65 79
57 75
9 35
49 71
68 84
8 39
18 83
79 99
30 57
63 91
29 98
8 75
41 72
11 80
12 45
52 81
44 77
1 35
45 78
56 87
3 81
9 12
15 55
26 64
27 29
18 60
30 34
71 72
42 45
7 87
48 88
27 65
0 48
40 84
19 61
20 26
60 62
11 57
30 70
41 85
60 98
34 46
52 94
13 23
25 77
4 54
44 90
53 59
64 68
93 95
10 97
16 28
56 64
2 93
3 58
22 71
34 82
26 41
67 79
5 18
86 92
37 87
78 88
89 97
36 91
27 42
0 25
19 38
79 89
11 34
71 85
21 84
41 62
60 75
12 35
52 71
4 31
23 44
10 74
2 70
33 94
53 72
45 68
32 98
37 64
15 45
7 41
67 92
59 88
17 91
9 87
29 65
48 78
0 38
40 74
19 51
11 47
21 97
62 98
1 2
33 71
37 41
10 87
51 88
2 83
22 61
14 57
7 18
26 31
13 98
59 65
38 42
70 74
36 81
15 58
7 54
8 19
47 90
27 32
0 15
18 63
5 93
30 37
71 75
29 78
48 91
40 87
41 52
60 65
33 48
6 94
52 61
4 21
44 57
10 64
2 60
22 38
34 49
66 81
45 58
85 94
32 88
37 54
24 84
3 61
43 97
14 70
15 35
7 31
67 82
18 40
59 78
70 87
17 81
36 94
9 77
77 95
28 90
29 55
21 51
10 41
21 87
62 88
41 65
33 61
73 97
20 91
25 57
44 70
10 77
23 96
51 78
2 73
3 38
43 74
22 51
74 98
7 8
66 94
