# family=hard seed=2
32 65
24 61
16 57
17 22
1 77
58 59
50 55
42 51
19 67
31 41
10 18
62 65
54 61
13 29
31 77
4 60
32 42
23 73
51 55
72 78
43 51
16 34
1 54
17 35
57 71
9 31
49 67
28 44
15 74
7 70
27 48
6 25
50 68
61 77
8 71
20 45
11 76
39 58
31 54
23 50
1 31
34 65
13 42
53 78
4 73
16 47
5 37
38 71
27 61
0 44
19 57
20 22
11 53
30 66
23 27
2 4
1 8
12 54
13 19
53 55
23 63
16 24
35 37
22 67
5 14
46 52
38 48
9 21
49 57
68 70
15 64
8 25
26 73
27 38
19 34
30 43
63 77
42 54
8 61
0 57
19 70
11 66
12 31
52 67
31 44
4 27
1 21
56 73
3 67
15 41
26 50
49 70
15 77
8 38
48 74
0 34
19 47
33 67
2 79
22 57
14 53
34 68
26 27
45 77
37 73
8 15
27 28
0 11
18 59
19 24
11 20
30 33
21 70
0 47
41 48
20 25
12 21
44 53
10 60
22 34
1 11
25 76
53 58
37 50
3 57
22 70
14 66
7 27
67 78
59 74
8 28
48 64
6 67
11 33
52 70
44 66
10 73
2 69
22 47
15 44
18 49
5 79
29 64
33 34
25 30
4 7
10 50
2 46
22 24
14 20
34 35
25 66
66 67
32 74
37 40
3 47
35 79
15 21
55 57
7 17
67 68
59 64
70 73
29 41
8 18
21 37
48 54
40 50
33 47
25 43
51 64
2 59
3 24
43 60
22 37
14 33
16 79
17 44
36 57
28 53
5 69
6 34
9 76
29 54
21 50
10 40
2 36
13 51
3 37
43 73
35 69
1 76
5 46
17 57
36 70
29 31
21 27
62 64
33 37
25 33
12 63
31 76
23 72
51 54
2 49
43 50
22 27
35 46
14 23
1 53
66 70
13 64
32 77
24 73
65 74
17 34
55 60
28 43
47 56
5 59
6 24
58 71
9 66
50 67
42 63
21 40
61 76
8 70
39 57
31 53
10 30
62 77
12 76
13 41
4 72
32 54
51 67
24 50
43 63
35 59
1 66
38 70
49 79
6 37
30 65
42 76
0 79
20 57
39 70
31 66
4 49
24 27
35 36
1 43
34 77
24 63
17 24
57 60
36 37
9 20
68 69
26 72
5 49
69 70
21 30
61 66
8 60
0 56
20 34
39 47
30 78
31 43
23 39
2 16
54 63
20 70
13 31
23 75
24 40
64 76
43 53
16 36
56 72
35 49
1 56
65 77
38 60
17 37
9 33
15 76
19 46
30 55
8 73
0 69
20 47
11 78
12 43
23 52
34 67
13 44
37 72
16 49
3 79
9 10
15 53
26 62
5 39
38 73
8 50
27 63
19 59
20 24
11 55
12 20
30 68
23 29
75 76
12 56
13 21
53 57
4 52
45 53
24 30
64 66
16 26
56 62
22 69
1 46
5 16
46 54
65 67
38 50
57 63
49 59
8 27
26 75
18 71
8 63
41 60
20 37
11 68
52 69
4 29
44 65
45 66
64 79
56 75
3 69
15 43
26 52
18 48
38 63
7 75
8 40
48 76
0 36
40 72
19 49
6 79
30 58
4 6
33 69
25 65
44 78
3 46
14 55
26 29
18 25
37 75
38 40
70 72
36 79
15 56
7 52
8 17
26 65
30 35
71 73
41 50
60 63
33 46
12 23
52 59
44 55
10 62
2 58
22 36
1 13
34 47
25 78
66 79
45 56
37 52
56 65
3 59
22 72
14 68
55 69
26 42
18 38
59 76
17 79
48 66
0 26
40 62
41 63
52 72
25 55
44 68
51 76
2 71
3 36
14 45
28 65
7 42
0 3
29 66
48 79
21 62
25 32
4 9
44 45
32 76
37 42
24 72
3 49
15 23
55 59
47 55
67 70
59 66
48 56
21 39
0 16
6 59
21 75
62 76
54 72
33 49
25 45
32 53
2 61
3 26
43 62
22 39
14 35
13 76
17 46
28 55
5 71
6 36
9 78
21 52
39 69
10 42
24 62
35 71
28 32
1 78
7 9
5 48
17 59
58 60
9 55
28 68
29 33
61 65
6 49
10 19
73 75
12 65
31 78
32 43
23 74
51 56
3 16
43 52
35 48
14 25
24 75
16 71
17 36
36 49
9 32
28 45
47 58
5 61
6 26
58 73
50 69
42 65
61 78
8 72
20 46
10 32
23 51
2 28
54 75
12 78
13 43
4 74
24 52
43 65
16 48
35 61
1 68
5 38
46 76
38 72
9 45
27 62
6 39
19 58
30 67
42 78
20 59
39 72
4 51
16 25
35 38
1 45
34 79
5 15
16 61
17 26
57 62
36 39
9 22
49 58
68 71
26 74
6 16
18 70
58 63
50 59
42 55
61 68
0 58
19 71
39 49
2 18
1 22
13 33
4 64
24 42
64 78
16 38
35 51
1 58
5 28
46 66
65 79
57 75
49 71
15 78
19 48
30 57
8 75
0 71
41 72
20 49
12 45
31 58
4 41
44 77
23 54
34 69
45 78
37 74
26 64
27 29
38 75
30 34
42 45
8 52
0 48
19 61
20 26
60 62
11 57
30 70
31 35
4 18
23 31
34 46
53 59
4 54
45 55
37 51
16 28
22 71
67 79
46 56
38 52
15 68
7 64
8 29
26 77
0 25
19 38
0 61
41 62
60 75
33 58
12 35
4 31
10 74
2 70
1 25
34 59
37 64
15 45
26 54
18 50
8 42
48 78
4 8
41 75
1 2
34 36
37 41
3 48
22 61
14 57
15 22
67 69
59 65
38 42
70 74
15 58
28 77
7 54
8 19
27 32
0 15
19 28
11 24
71 75
63 71
21 74
41 52
60 65
33 48
52 61
25 44
4 21
22 38
34 49
45 58
3 61
15 35
55 71
7 31
59 78
48 68
21 51
0 28
40 64
6 71
41 65
25 57
2 73
3 38
7 8
